# Date:     2026-03-27 03:15:44
# Database: ocvs
# Target:   lmc_ecl
# Query:    TRUE  LIMIT 50000
# Objects:  40204
# Columns:
ID	Type	I	P
OGLE-LMC-ECL-00477	NC	17.886	12.34905020
OGLE-LMC-ECL-00478	NC	17.895	1.12702700
OGLE-LMC-ECL-00479	NC	19.439	2.05780630
OGLE-LMC-ECL-00480	NC	19.257	3.72617970
OGLE-LMC-ECL-00481	NC	16.820	123.00743060
OGLE-LMC-ECL-00482	NC	18.969	1.56546580
OGLE-LMC-ECL-00483	NC	18.579	1.94091350
OGLE-LMC-ECL-00484	NC	18.446	1.09313670
OGLE-LMC-ECL-00485	ELL	17.587	22.37413140
OGLE-LMC-ECL-00486	NC	18.410	14.69817060
OGLE-LMC-ECL-00487	NC	18.824	8.87800350
OGLE-LMC-ECL-00488	NC	19.034	0.79471660
OGLE-LMC-ECL-00489	NC	17.910	26.36361320
OGLE-LMC-ECL-00490	NC	19.611	3.32838080
OGLE-LMC-ECL-00491	NC	17.142	2.22481720
OGLE-LMC-ECL-00492	NC	19.623	2.19541470
OGLE-LMC-ECL-00493	NC	17.617	127.49931070
OGLE-LMC-ECL-00494	NC	18.065	1.85022400
OGLE-LMC-ECL-00495	NC	16.271	2.54280490
OGLE-LMC-ECL-00496	NC	17.695	1.22063670
OGLE-LMC-ECL-00497	NC	18.307	22.95203270
OGLE-LMC-ECL-00498	NC	17.275	3.25665050
OGLE-LMC-ECL-00499	NC	19.223	3.96553070
OGLE-LMC-ECL-00500	NC	17.915	8.79098040
OGLE-LMC-ECL-00501	NC	19.053	1.88339300
OGLE-LMC-ECL-00502	NC	19.724	6.48024910
OGLE-LMC-ECL-00503	NC	18.784	14.44664010
OGLE-LMC-ECL-00504	C	18.283	0.77530340
OGLE-LMC-ECL-00505	NC	19.522	2.27432210
OGLE-LMC-ECL-00506	NC	18.081	42.70368920
OGLE-LMC-ECL-00507	NC	17.608	8.86269240
OGLE-LMC-ECL-00508	NC	18.816	6.24650010
OGLE-LMC-ECL-00509	NC	19.558	4.94796710
OGLE-LMC-ECL-00510	NC	17.553	2.48285060
OGLE-LMC-ECL-00511	NC	16.632	15.20192090
OGLE-LMC-ECL-00512	NC	16.460	8.96133940
OGLE-LMC-ECL-00513	NC	19.655	3.64023690
OGLE-LMC-ECL-00514	NC	18.851	1.37887040
OGLE-LMC-ECL-00515	NC	19.815	1.05728390
OGLE-LMC-ECL-00516	NC	19.862	1.27608690
OGLE-LMC-ECL-00517	NC	19.024	14.14748500
OGLE-LMC-ECL-00518	NC	19.575	3.78063510
OGLE-LMC-ECL-00519	NC	19.453	3.48489200
OGLE-LMC-ECL-00520	NC	19.348	2.50188480
OGLE-LMC-ECL-00521	NC	19.418	3.60208750
OGLE-LMC-ECL-00522	NC	18.076	10.10681180
OGLE-LMC-ECL-00523	NC	18.229	3.77090120
OGLE-LMC-ECL-00524	NC	19.683	0.79679570
OGLE-LMC-ECL-00525	NC	17.691	2.63022880
OGLE-LMC-ECL-00526	NC	16.702	1.82388370
OGLE-LMC-ECL-00527	NC	18.072	1.72584060
OGLE-LMC-ECL-00528	NC	19.925	2.84524720
OGLE-LMC-ECL-00529	NC	18.757	1.08173090
OGLE-LMC-ECL-00530	NC	18.735	12.78404070
OGLE-LMC-ECL-00531	C	18.739	0.31813870
OGLE-LMC-ECL-00532	NC	19.432	1.48838040
OGLE-LMC-ECL-00533	NC	15.939	176.93847130
OGLE-LMC-ECL-00534	NC	18.992	1.58590590
OGLE-LMC-ECL-00535	NC	19.670	7.00449380
OGLE-LMC-ECL-00536	NC	18.537	2.85138920
OGLE-LMC-ECL-00537	NC	18.818	1.41070170
OGLE-LMC-ECL-00538	NC	17.712	4.00553640
OGLE-LMC-ECL-00539	NC	18.579	4.00868350
OGLE-LMC-ECL-00540	NC	19.033	1.86628670
OGLE-LMC-ECL-00541	NC	18.492	4.77350080
OGLE-LMC-ECL-00542	NC	19.804	0.86227490
OGLE-LMC-ECL-00543	NC	15.977	2.88617580
OGLE-LMC-ECL-00544	NC	17.582	2.19537940
OGLE-LMC-ECL-00545	NC	19.257	8.36116720
OGLE-LMC-ECL-00546	NC	19.373	7.91560870
OGLE-LMC-ECL-00547	NC	18.442	4.13515340
OGLE-LMC-ECL-00548	NC	19.933	8.23243880
OGLE-LMC-ECL-00549	NC	14.256	1.94165040
OGLE-LMC-ECL-00550	NC	17.620	5.60904190
OGLE-LMC-ECL-00551	NC	19.213	10.90490090
OGLE-LMC-ECL-00552	NC	16.767	139.92195010
OGLE-LMC-ECL-00553	NC	18.561	2.04888790
OGLE-LMC-ECL-00554	NC	18.522	0.91755470
OGLE-LMC-ECL-00555	NC	18.847	4.79358590
OGLE-LMC-ECL-00556	NC	17.724	7.76391470
OGLE-LMC-ECL-00557	NC	19.476	1.54505070
OGLE-LMC-ECL-00558	NC	16.667	44.56285660
OGLE-LMC-ECL-00559	NC	19.066	300.00228030
OGLE-LMC-ECL-00560	NC	18.525	10.56799400
OGLE-LMC-ECL-00561	NC	18.483	2.00715350
OGLE-LMC-ECL-00562	NC	19.394	2.64537030
OGLE-LMC-ECL-00563	NC	18.406	3.33823360
OGLE-LMC-ECL-00564	NC	19.739	1.51196460
OGLE-LMC-ECL-00565	NC	19.056	0.93990550
OGLE-LMC-ECL-00566	NC	19.269	0.85350700
OGLE-LMC-ECL-00567	NC	17.125	8.45640620
OGLE-LMC-ECL-00568	NC	19.442	1.89709430
OGLE-LMC-ECL-00569	NC	17.968	2.36083040
OGLE-LMC-ECL-00570	NC	18.358	0.76160580
OGLE-LMC-ECL-00571	NC	18.535	3.20451090
OGLE-LMC-ECL-00572	NC	19.654	1.06283310
OGLE-LMC-ECL-00573	NC	18.612	1.77427570
OGLE-LMC-ECL-00574	NC	18.428	1.83089050
OGLE-LMC-ECL-00575	NC	18.095	2.30628400
OGLE-LMC-ECL-00576	NC	18.160	19.08149290
OGLE-LMC-ECL-00577	NC	18.804	3.42946930
OGLE-LMC-ECL-00578	NC	18.111	4.34993020
OGLE-LMC-ECL-00579	NC	19.765	3.21146910
OGLE-LMC-ECL-00580	NC	17.664	15.44608020
OGLE-LMC-ECL-00581	NC	16.627	2.08608030
OGLE-LMC-ECL-00582	NC	18.511	4.16290730
OGLE-LMC-ECL-00583	NC	19.582	4.02333310
OGLE-LMC-ECL-00584	NC	18.666	4.02074060
OGLE-LMC-ECL-00585	NC	19.465	3.30789840
OGLE-LMC-ECL-00586	NC	17.701	3.16380060
OGLE-LMC-ECL-00588	NC	17.825	1.50215080
OGLE-LMC-ECL-00589	NC	17.677	35.87926360
OGLE-LMC-ECL-00590	NC	13.598	2.43531130
OGLE-LMC-ECL-00591	NC	19.282	3.64774090
OGLE-LMC-ECL-00592	NC	17.319	23.19195820
OGLE-LMC-ECL-00593	NC	19.944	4.30422100
OGLE-LMC-ECL-00594	NC	19.351	1.75168270
OGLE-LMC-ECL-00595	NC	19.258	1.05306080
OGLE-LMC-ECL-00596	NC	19.628	5.03521520
OGLE-LMC-ECL-00597	NC	18.474	0.88180700
OGLE-LMC-ECL-00598	NC	18.827	3.27652140
OGLE-LMC-ECL-00599	NC	19.407	1.92005720
OGLE-LMC-ECL-00600	NC	19.767	4.19269330
OGLE-LMC-ECL-00601	NC	19.255	1.32402000
OGLE-LMC-ECL-00602	NC	18.444	4.46725450
OGLE-LMC-ECL-00603	NC	19.359	2.65712600
OGLE-LMC-ECL-00604	NC	18.918	8.16663080
OGLE-LMC-ECL-00605	NC	17.778	2.97323450
OGLE-LMC-ECL-00606	NC	17.832	3.50661160
OGLE-LMC-ECL-00607	NC	17.832	2.10255340
OGLE-LMC-ECL-00608	NC	16.261	285.50651690
OGLE-LMC-ECL-00609	NC	18.836	1.24739010
OGLE-LMC-ECL-00610	NC	19.702	4.44598080
OGLE-LMC-ECL-00611	NC	17.645	2.79183720
OGLE-LMC-ECL-00612	NC	19.529	6.66196910
OGLE-LMC-ECL-00613	NC	18.571	86.20260050
OGLE-LMC-ECL-00614	NC	17.828	6.12554040
OGLE-LMC-ECL-00615	NC	18.185	1.83657320
OGLE-LMC-ECL-00616	NC	18.907	2.03996030
OGLE-LMC-ECL-00617	NC	19.497	2.87480030
OGLE-LMC-ECL-00618	NC	18.024	10.29666340
OGLE-LMC-ECL-00619	NC	18.633	1.67037040
OGLE-LMC-ECL-00620	NC	19.061	10.25148700
OGLE-LMC-ECL-00621	NC	19.765	1.05276070
OGLE-LMC-ECL-00622	NC	16.137	2.84854530
OGLE-LMC-ECL-00623	NC	19.053	8.27332360
OGLE-LMC-ECL-00624	NC	18.790	3.65694770
OGLE-LMC-ECL-00625	NC	17.712	3.53051320
OGLE-LMC-ECL-00626	NC	18.535	15.73549950
OGLE-LMC-ECL-00627	NC	18.925	4.10560510
OGLE-LMC-ECL-00628	NC	18.369	12.38498570
OGLE-LMC-ECL-00629	NC	19.285	4.42289550
OGLE-LMC-ECL-00630	NC	18.912	1.44944430
OGLE-LMC-ECL-00631	NC	18.325	1.97201350
OGLE-LMC-ECL-00632	NC	20.047	3.16944980
OGLE-LMC-ECL-00633	NC	16.038	1.71059120
OGLE-LMC-ECL-00634	NC	18.804	10.89242800
OGLE-LMC-ECL-00635	NC	18.423	4.14225090
OGLE-LMC-ECL-00636	NC	18.705	2.64263590
OGLE-LMC-ECL-00637	NC	19.464	6.21989060
OGLE-LMC-ECL-00638	NC	17.556	20.84766020
OGLE-LMC-ECL-00639	NC	18.126	7.45835820
OGLE-LMC-ECL-00640	NC	16.893	4.54928010
OGLE-LMC-ECL-00641	NC	19.680	1.76289440
OGLE-LMC-ECL-00642	NC	17.951	0.89865110
OGLE-LMC-ECL-00643	NC	19.101	6.68125780
OGLE-LMC-ECL-00644	NC	18.922	6.96950290
OGLE-LMC-ECL-00645	NC	18.452	3.82633020
OGLE-LMC-ECL-00646	NC	18.513	0.64497110
OGLE-LMC-ECL-00647	NC	19.955	3.47335160
OGLE-LMC-ECL-00648	NC	17.754	1.58053020
OGLE-LMC-ECL-00649	NC	18.636	3.38748270
OGLE-LMC-ECL-00650	NC	19.747	2.37208530
OGLE-LMC-ECL-00651	NC	18.345	3.89172000
OGLE-LMC-ECL-00652	NC	16.624	3.26106060
OGLE-LMC-ECL-00653	NC	18.351	4.91673790
OGLE-LMC-ECL-00654	NC	18.278	0.67406310
OGLE-LMC-ECL-00655	NC	18.298	15.65767900
OGLE-LMC-ECL-00656	NC	18.396	1.80923000
OGLE-LMC-ECL-00657	NC	17.600	3.86324870
OGLE-LMC-ECL-00658	NC	17.555	3.52805450
OGLE-LMC-ECL-00659	NC	19.475	2.30446870
OGLE-LMC-ECL-00660	NC	19.820	2.51955420
OGLE-LMC-ECL-00661	NC	18.128	1.89161660
OGLE-LMC-ECL-00662	NC	18.695	0.93200860
OGLE-LMC-ECL-00663	NC	19.300	2.88948010
OGLE-LMC-ECL-00664	NC	16.263	153.06912720
OGLE-LMC-ECL-00665	NC	18.893	13.02929570
OGLE-LMC-ECL-00666	NC	17.388	1.60291070
OGLE-LMC-ECL-00667	NC	16.951	138.95651250
OGLE-LMC-ECL-00668	NC	18.738	3.99934500
OGLE-LMC-ECL-00669	NC	18.090	13.34763060
OGLE-LMC-ECL-00670	NC	19.059	2.11752710
OGLE-LMC-ECL-00671	NC	19.375	3.29180090
OGLE-LMC-ECL-00672	NC	19.920	5.78810700
OGLE-LMC-ECL-00673	NC	19.738	1.50524580
OGLE-LMC-ECL-00674	NC	18.174	1.16509610
OGLE-LMC-ECL-00675	NC	17.321	20.52612010
OGLE-LMC-ECL-00676	NC	19.402	3.23178060
OGLE-LMC-ECL-00677	NC	18.564	2.50591690
OGLE-LMC-ECL-00678	NC	17.189	39.11963820
OGLE-LMC-ECL-00679	NC	16.674	94.67372050
OGLE-LMC-ECL-00680	NC	18.761	5.52370980
OGLE-LMC-ECL-00681	NC	18.203	2.07511320
OGLE-LMC-ECL-00682	NC	17.829	3.06505060
OGLE-LMC-ECL-00683	NC	19.434	2.77485360
OGLE-LMC-ECL-00684	NC	17.969	4.03306740
OGLE-LMC-ECL-00685	NC	19.755	4.82253570
OGLE-LMC-ECL-00686	NC	16.653	79.95717030
OGLE-LMC-ECL-00687	NC	19.311	1.67173700
OGLE-LMC-ECL-00688	NC	18.033	12.74337820
OGLE-LMC-ECL-00689	NC	16.798	3.04234970
OGLE-LMC-ECL-00690	NC	17.773	29.90152080
OGLE-LMC-ECL-00691	NC	17.463	3.06500850
OGLE-LMC-ECL-00692	NC	16.143	3.76258700
OGLE-LMC-ECL-00693	NC	17.262	3.77800430
OGLE-LMC-ECL-00694	NC	16.244	4.33332980
OGLE-LMC-ECL-00695	NC	19.882	1.86932360
OGLE-LMC-ECL-00696	NC	17.492	3.28959080
OGLE-LMC-ECL-00697	NC	18.193	19.53147770
OGLE-LMC-ECL-00698	NC	13.369	309.06682660
OGLE-LMC-ECL-00699	NC	19.465	2.16276850
OGLE-LMC-ECL-00700	NC	17.611	2.01875320
OGLE-LMC-ECL-00701	NC	19.810	2.80265530
OGLE-LMC-ECL-00702	NC	19.613	2.95628050
OGLE-LMC-ECL-00703	NC	19.016	3.22785560
OGLE-LMC-ECL-00704	NC	19.290	26.73393900
OGLE-LMC-ECL-00705	NC	19.009	7.11320660
OGLE-LMC-ECL-00706	NC	19.102	4.05469340
OGLE-LMC-ECL-00707	NC	18.102	2.23678830
OGLE-LMC-ECL-00708	NC	19.043	1.57088550
OGLE-LMC-ECL-00709	NC	19.128	4.24081200
OGLE-LMC-ECL-00710	NC	18.901	46.93259060
OGLE-LMC-ECL-00711	NC	17.050	2.62938090
OGLE-LMC-ECL-00712	NC	17.777	3.83419060
OGLE-LMC-ECL-00713	NC	19.816	2.25662580
OGLE-LMC-ECL-00714	NC	19.248	5.97062090
OGLE-LMC-ECL-00715	NC	18.762	8.12409650
OGLE-LMC-ECL-00716	NC	16.360	1.06584340
OGLE-LMC-ECL-00717	NC	16.214	10.72153420
OGLE-LMC-ECL-00718	NC	18.006	1.89034820
OGLE-LMC-ECL-00719	NC	18.127	6.76566020
OGLE-LMC-ECL-00720	NC	19.458	1.82116890
OGLE-LMC-ECL-00721	NC	19.428	8.26427450
OGLE-LMC-ECL-00722	NC	19.180	0.88672580
OGLE-LMC-ECL-00723	NC	15.896	2.68769740
OGLE-LMC-ECL-00724	NC	17.377	5.16296000
OGLE-LMC-ECL-00725	NC	19.544	1.82077080
OGLE-LMC-ECL-00726	NC	17.814	2.95354100
OGLE-LMC-ECL-00727	NC	18.939	3.47835320
OGLE-LMC-ECL-00728	NC	17.909	1.77060880
OGLE-LMC-ECL-00729	NC	14.016	414.00183060
OGLE-LMC-ECL-00730	NC	18.106	2.62722410
OGLE-LMC-ECL-00731	NC	18.067	0.79966800
OGLE-LMC-ECL-00732	ELL	17.058	3.58541170
OGLE-LMC-ECL-00733	NC	18.726	3.70047780
OGLE-LMC-ECL-00734	NC	19.620	2.04706770
OGLE-LMC-ECL-00735	NC	18.022	10.86184970
OGLE-LMC-ECL-00736	NC	18.731	9.01031550
OGLE-LMC-ECL-00737	NC	17.053	1.98483060
OGLE-LMC-ECL-00738	NC	17.801	2.08659070
OGLE-LMC-ECL-00739	NC	17.480	1.53872030
OGLE-LMC-ECL-00740	ELL	18.273	12.82562720
OGLE-LMC-ECL-00741	NC	12.979	0.30844880
OGLE-LMC-ECL-00742	NC	18.228	4.17348780
OGLE-LMC-ECL-00744	NC	16.598	5.46917560
OGLE-LMC-ECL-00745	NC	19.573	1.59383580
OGLE-LMC-ECL-00746	NC	19.761	5.50061240
OGLE-LMC-ECL-00747	NC	19.530	4.99889600
OGLE-LMC-ECL-00748	NC	19.777	2.60757340
OGLE-LMC-ECL-00749	NC	18.552	1.87838010
OGLE-LMC-ECL-00750	NC	17.462	4.97326440
OGLE-LMC-ECL-00751	NC	18.877	5.38557340
OGLE-LMC-ECL-00752	NC	18.775	3.88420560
OGLE-LMC-ECL-00753	NC	17.676	2.29661030
OGLE-LMC-ECL-00754	NC	17.327	5.32833310
OGLE-LMC-ECL-00755	NC	17.063	3.34343060
OGLE-LMC-ECL-00756	NC	19.123	5.86176050
OGLE-LMC-ECL-00757	NC	18.720	12.47443080
OGLE-LMC-ECL-00758	NC	18.838	3.06053060
OGLE-LMC-ECL-00759	NC	18.255	16.88930220
OGLE-LMC-ECL-00760	NC	18.518	0.72296410
OGLE-LMC-ECL-00761	NC	16.860	9.11416570
OGLE-LMC-ECL-00762	NC	17.747	1.75248830
OGLE-LMC-ECL-00763	NC	18.486	2.25970280
OGLE-LMC-ECL-00764	NC	18.858	8.25865200
OGLE-LMC-ECL-00765	NC	17.416	1.82903630
OGLE-LMC-ECL-00766	NC	19.403	2.75388480
OGLE-LMC-ECL-00767	NC	18.591	1.05673040
OGLE-LMC-ECL-00768	NC	15.996	5.07508840
OGLE-LMC-ECL-00769	NC	17.309	10.26550800
OGLE-LMC-ECL-00770	NC	19.274	4.30165330
OGLE-LMC-ECL-00771	NC	19.599	4.16452760
OGLE-LMC-ECL-00772	NC	19.504	7.95853810
OGLE-LMC-ECL-00773	NC	18.454	5.73515820
OGLE-LMC-ECL-00774	NC	18.439	7.91656580
OGLE-LMC-ECL-00775	NC	18.256	4.95149570
OGLE-LMC-ECL-00776	NC	14.665	1.17530620
OGLE-LMC-ECL-00777	NC	17.669	44.69909310
OGLE-LMC-ECL-00778	NC	16.116	8.27826100
OGLE-LMC-ECL-00779	NC	18.138	5.22666750
OGLE-LMC-ECL-00780	NC	17.855	47.68105090
OGLE-LMC-ECL-00781	NC	19.825	2.34416510
OGLE-LMC-ECL-00782	NC	19.588	1.67898930
OGLE-LMC-ECL-00783	NC	19.519	8.25372350
OGLE-LMC-ECL-00784	NC	16.720	44.11778040
OGLE-LMC-ECL-00785	NC	17.828	14.07949090
OGLE-LMC-ECL-00786	NC	18.957	3.92146210
OGLE-LMC-ECL-00787	NC	18.713	2.78211950
OGLE-LMC-ECL-00788	NC	17.784	0.79787820
OGLE-LMC-ECL-00789	NC	16.961	3.22103540
OGLE-LMC-ECL-00790	NC	16.966	3.88583330
OGLE-LMC-ECL-00791	NC	17.622	4.97344650
OGLE-LMC-ECL-00792	NC	19.034	1.76734130
OGLE-LMC-ECL-00793	NC	16.891	4.63897990
OGLE-LMC-ECL-00794	NC	19.630	3.05129900
OGLE-LMC-ECL-00795	NC	19.285	12.63382000
OGLE-LMC-ECL-00796	NC	19.853	0.85662860
OGLE-LMC-ECL-00797	NC	16.866	2.12432050
OGLE-LMC-ECL-00798	NC	17.307	1.81000020
OGLE-LMC-ECL-00799	NC	19.180	2.11493780
OGLE-LMC-ECL-00800	NC	19.484	5.84634540
OGLE-LMC-ECL-00801	NC	19.399	4.93669090
OGLE-LMC-ECL-00802	NC	17.948	3.37650160
OGLE-LMC-ECL-00803	NC	19.654	1.97224790
OGLE-LMC-ECL-00804	NC	19.770	5.32246600
OGLE-LMC-ECL-00805	NC	17.733	1.05507740
OGLE-LMC-ECL-00806	NC	16.835	15.85466720
OGLE-LMC-ECL-00807	NC	15.373	474.21665280
OGLE-LMC-ECL-00808	NC	17.849	18.32720660
OGLE-LMC-ECL-00809	NC	18.093	2.54702000
OGLE-LMC-ECL-00810	NC	18.782	3.48446100
OGLE-LMC-ECL-00811	NC	19.260	2.34084840
OGLE-LMC-ECL-00812	NC	18.171	2.70524050
OGLE-LMC-ECL-00813	NC	18.570	6.02385090
OGLE-LMC-ECL-00814	NC	16.975	1.68130930
OGLE-LMC-ECL-00815	NC	18.541	3.64003090
OGLE-LMC-ECL-00816	NC	19.877	3.52633520
OGLE-LMC-ECL-00817	NC	17.780	21.73150020
OGLE-LMC-ECL-00818	NC	18.094	10.60565080
OGLE-LMC-ECL-00819	NC	17.867	24.11931030
OGLE-LMC-ECL-00820	NC	18.946	12.39897010
OGLE-LMC-ECL-00821	NC	18.604	1.48898780
OGLE-LMC-ECL-00822	NC	19.599	4.50624700
OGLE-LMC-ECL-00823	NC	16.322	4.17528800
OGLE-LMC-ECL-00824	NC	18.386	8.10946070
OGLE-LMC-ECL-00825	NC	16.524	3.54850100
OGLE-LMC-ECL-00826	NC	18.499	2.14647080
OGLE-LMC-ECL-00827	NC	18.611	5.79009080
OGLE-LMC-ECL-00828	NC	18.009	7.02981210
OGLE-LMC-ECL-00829	NC	17.785	26.75753390
OGLE-LMC-ECL-00830	NC	18.074	1.44878930
OGLE-LMC-ECL-00831	NC	19.253	11.07895960
OGLE-LMC-ECL-00832	NC	19.358	5.59684960
OGLE-LMC-ECL-00833	NC	18.855	1.02438390
OGLE-LMC-ECL-00834	NC	17.540	1.26530660
OGLE-LMC-ECL-00835	NC	17.633	1.11399670
OGLE-LMC-ECL-00836	NC	18.233	1.25102090
OGLE-LMC-ECL-00837	NC	18.733	1.86970270
OGLE-LMC-ECL-00838	NC	16.542	3.26508040
OGLE-LMC-ECL-00839	NC	17.201	1.90423660
OGLE-LMC-ECL-00840	NC	19.374	4.35261870
OGLE-LMC-ECL-00841	NC	18.463	5.87662070
OGLE-LMC-ECL-00842	NC	18.795	3.72988110
OGLE-LMC-ECL-00843	NC	18.538	2.36321900
OGLE-LMC-ECL-00844	NC	17.503	116.35126410
OGLE-LMC-ECL-00845	NC	16.578	1.44328130
OGLE-LMC-ECL-00846	NC	19.125	2.32023980
OGLE-LMC-ECL-00847	NC	19.356	5.11383830
OGLE-LMC-ECL-00848	NC	18.584	3.31106920
OGLE-LMC-ECL-00849	NC	18.573	1.02034630
OGLE-LMC-ECL-00850	NC	17.955	2.34415080
OGLE-LMC-ECL-00851	NC	18.685	1.06664040
OGLE-LMC-ECL-00852	NC	17.655	2.68864080
OGLE-LMC-ECL-00853	NC	16.594	1.85471010
OGLE-LMC-ECL-00854	NC	19.733	2.88600160
OGLE-LMC-ECL-00855	NC	19.554	2.21238390
OGLE-LMC-ECL-00856	NC	18.994	3.24795480
OGLE-LMC-ECL-00857	NC	19.798	3.05561780
OGLE-LMC-ECL-00858	NC	19.269	1.12615480
OGLE-LMC-ECL-00859	NC	18.037	0.61004130
OGLE-LMC-ECL-00860	NC	19.824	0.77870570
OGLE-LMC-ECL-00861	NC	19.780	4.47883210
OGLE-LMC-ECL-00862	NC	18.017	2.70303700
OGLE-LMC-ECL-00863	NC	18.161	3.76246030
OGLE-LMC-ECL-00864	NC	18.731	5.63220220
OGLE-LMC-ECL-00865	NC	18.600	4.15604080
OGLE-LMC-ECL-00866	NC	16.485	28.01274070
OGLE-LMC-ECL-00867	NC	19.846	0.55346880
OGLE-LMC-ECL-00868	NC	17.886	2.27470010
OGLE-LMC-ECL-00869	NC	18.314	8.49007030
OGLE-LMC-ECL-00871	NC	18.961	6.46752020
OGLE-LMC-ECL-00872	NC	18.505	1.28235480
OGLE-LMC-ECL-00873	NC	19.816	5.52793780
OGLE-LMC-ECL-00874	NC	19.184	11.03947180
OGLE-LMC-ECL-00875	NC	19.129	2.25916020
OGLE-LMC-ECL-00876	NC	17.505	1.10971470
OGLE-LMC-ECL-00877	NC	19.196	0.79347640
OGLE-LMC-ECL-00878	NC	19.678	2.76377790
OGLE-LMC-ECL-00879	NC	18.943	4.40286890
OGLE-LMC-ECL-00880	NC	19.065	1.70043900
OGLE-LMC-ECL-00881	NC	16.203	7.05802030
OGLE-LMC-ECL-00882	NC	18.022	8.55009010
OGLE-LMC-ECL-00883	NC	17.749	116.67235040
OGLE-LMC-ECL-00884	NC	16.620	105.56143550
OGLE-LMC-ECL-00885	NC	17.302	23.59666930
OGLE-LMC-ECL-00886	NC	17.754	0.94859690
OGLE-LMC-ECL-00887	NC	19.580	2.70958020
OGLE-LMC-ECL-00888	NC	17.678	1.45710390
OGLE-LMC-ECL-00889	ELL	18.050	33.23966090
OGLE-LMC-ECL-00890	NC	19.202	5.70470870
OGLE-LMC-ECL-00891	NC	19.350	1.68106250
OGLE-LMC-ECL-00892	NC	18.943	13.94444060
OGLE-LMC-ECL-00893	NC	16.640	0.77884180
OGLE-LMC-ECL-00894	NC	17.454	3.17610080
OGLE-LMC-ECL-00895	NC	19.378	23.99373040
OGLE-LMC-ECL-00896	NC	18.885	3.92977100
OGLE-LMC-ECL-00897	NC	18.055	1.82676690
OGLE-LMC-ECL-00898	NC	18.950	2.65554950
OGLE-LMC-ECL-00899	NC	18.958	5.80976720
OGLE-LMC-ECL-00900	NC	18.721	3.56208900
OGLE-LMC-ECL-00901	NC	15.667	1.62029070
OGLE-LMC-ECL-00902	NC	16.649	124.89279010
OGLE-LMC-ECL-00903	NC	15.502	390.99570080
OGLE-LMC-ECL-00904	NC	19.825	2.90684150
OGLE-LMC-ECL-00905	NC	18.344	1.06086720
OGLE-LMC-ECL-00906	NC	19.686	4.00793730
OGLE-LMC-ECL-00907	NC	17.653	5.11225130
OGLE-LMC-ECL-00908	NC	19.463	10.79961830
OGLE-LMC-ECL-00909	NC	16.603	1.75888070
OGLE-LMC-ECL-00910	NC	18.752	0.95290700
OGLE-LMC-ECL-00911	NC	19.339	0.93562270
OGLE-LMC-ECL-00912	NC	19.102	2.79732700
OGLE-LMC-ECL-00913	NC	19.452	4.50446540
OGLE-LMC-ECL-00914	NC	18.067	62.17842020
OGLE-LMC-ECL-00915	NC	19.718	2.73570960
OGLE-LMC-ECL-00916	NC	18.475	7.27262040
OGLE-LMC-ECL-00917	NC	18.024	4.58616040
OGLE-LMC-ECL-00918	NC	19.070	5.04980200
OGLE-LMC-ECL-00919	NC	17.636	3.30998890
OGLE-LMC-ECL-00920	NC	18.765	8.69933470
OGLE-LMC-ECL-00921	NC	16.523	1.51440050
OGLE-LMC-ECL-00922	NC	19.459	2.29504120
OGLE-LMC-ECL-00923	NC	18.847	1.48985380
OGLE-LMC-ECL-00924	NC	18.278	0.62950480
OGLE-LMC-ECL-00925	NC	19.220	1.93164980
OGLE-LMC-ECL-00926	NC	17.029	10.56022080
OGLE-LMC-ECL-00927	NC	19.094	4.15941010
OGLE-LMC-ECL-00928	NC	17.556	1.64070040
OGLE-LMC-ECL-00929	NC	18.425	1.85154020
OGLE-LMC-ECL-00930	NC	19.073	2.10502390
OGLE-LMC-ECL-00931	NC	18.625	6.74729470
OGLE-LMC-ECL-00932	NC	17.553	4.37354280
OGLE-LMC-ECL-00933	NC	17.762	69.17760510
OGLE-LMC-ECL-00934	NC	18.758	6.14912530
OGLE-LMC-ECL-00935	NC	17.843	2.51086810
OGLE-LMC-ECL-00936	NC	19.102	3.86557080
OGLE-LMC-ECL-00937	NC	18.370	36.36184060
OGLE-LMC-ECL-00938	NC	19.607	4.10070990
OGLE-LMC-ECL-00939	NC	18.233	1.84891660
OGLE-LMC-ECL-00940	NC	18.775	1.22229420
OGLE-LMC-ECL-00941	NC	18.737	19.86902620
OGLE-LMC-ECL-00942	NC	18.375	3.61252000
OGLE-LMC-ECL-00943	NC	17.964	2.98906000
OGLE-LMC-ECL-00944	NC	17.392	4.97008730
OGLE-LMC-ECL-00945	NC	19.628	10.56068240
OGLE-LMC-ECL-00946	NC	18.606	1.35587180
OGLE-LMC-ECL-00947	NC	16.706	7.88163030
OGLE-LMC-ECL-00948	NC	18.837	5.29811060
OGLE-LMC-ECL-00949	NC	18.266	19.28070090
OGLE-LMC-ECL-00950	NC	17.254	0.87967230
OGLE-LMC-ECL-00951	NC	17.174	1.82536100
OGLE-LMC-ECL-00952	NC	19.501	1.64039880
OGLE-LMC-ECL-00953	NC	19.931	2.68084150
OGLE-LMC-ECL-00954	NC	17.274	10.98625500
OGLE-LMC-ECL-00955	NC	18.602	2.80250560
OGLE-LMC-ECL-00956	NC	16.531	2.38130000
OGLE-LMC-ECL-00957	NC	15.163	414.23652980
OGLE-LMC-ECL-00958	NC	19.146	1.65110020
